asset,index,x,y,width,height,faceX,faceY,faceSpan,referenceSpan
w11-husband-rain-default-personal,32,0,680,240,321,135.56683305601774,121.68732667775929,106.21288644505823,35.58863065977899
w11-husband-rain-default-personal,33,248,680,247,313,141.4584911156423,127.05330614622778,106.21288644505823,35.58863065977899
w11-husband-rain-default-personal,34,496,680,237,322,153.68514134521655,127.63486979529313,106.21288644505823,35.58863065977899
w11-husband-rain-default-personal,35,744,680,237,321,149.4678652321631,130.03255945639864,106.21288644505823,35.58863065977899
w11-husband-rain-default-extras,36,0,0,178,239,99.79199807182454,83.09496264160039,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,37,188,0,178,240,110.31114193250116,81.91840036985668,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,38,376,0,174,238,108.44745686757787,79.6565090746135,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,39,564,0,172,237,106.17206379893668,77.74432092798453,85.0975759979476,35.58863065977899
rain-default,5,0,248,209,238,107.5204678362573,92.64912280701753,87.6862230572807,35.58863065977899
rain-default,11,220,496,206,231,132.12710495963097,113.12895040369085,81.66938202870914,35.58863065977899
rain-default,9,660,496,205,220,111.09420007785127,94.81510315297783,84.64070195466265,35.58863065977899
w11-husband-rain-default-extras,48,0,268,175,204,99.08365758754863,90.66493731085171,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,49,188,268,173,203,95.09864085667215,81.30848434925865,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,50,376,268,173,204,99.61648374404638,83.89335266100642,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,51,564,268,171,206,100.08877721943048,87.51591289782245,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,52,0,536,182,265,101.39188358270138,91.61344537815125,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,53,188,536,183,266,96.8619484491044,86.20161642638706,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,54,376,536,182,263,92.35773601398603,105.42897727272727,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,55,564,536,182,263,107.77315812149936,109.99547608789315,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,56,0,804,181,260,103.20605187319885,88.48847262247838,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,57,188,804,186,260,102.50088774906294,87.91083053856777,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,58,376,804,178,258,96.45907636031092,88.84362139917695,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,59,564,804,183,257,104.8703667385762,86.4124338105511,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,60,0,1072,186,261,113.97854166666667,93.10375,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,61,188,1072,184,260,108.89184528208918,89.95540773589553,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,62,376,1072,188,258,111.13301549463648,87.59165673420739,85.0975759979476,35.58863065977899
w11-husband-rain-default-extras,63,564,1072,184,258,112.97377049180326,89.07892271662763,85.0975759979476,35.58863065977899
w11-husband-cold-motion,0,0,0,179,300,108.07047068104129,82.01958979752825,107.17761861381202,35.58863065977899
w11-husband-cold-motion,1,248,0,158,300,95.42368726615919,82.1211456586247,107.17761861381202,35.58863065977899
w11-husband-cold-motion,2,496,0,164,302,99.6842584167425,82.62966333030027,107.17761861381202,35.58863065977899
w11-husband-cold-motion,3,744,0,171,299,99.05633068196636,84.49471899856565,107.17761861381202,35.58863065977899
w11-husband-cold-motion,4,0,304,152,300,92.09899266260416,81.62529536127349,107.17761861381202,35.58863065977899
w11-husband-cold-motion,5,248,304,151,300,93.73435294117647,81.52576470588235,107.17761861381202,35.58863065977899
w11-husband-cold-motion,6,496,304,148,299,94.78490330630069,80.81285090455395,107.17761861381202,35.58863065977899
w11-husband-cold-motion,7,744,304,152,300,93.88498242089403,82.76305876443999,107.17761861381202,35.58863065977899
w11-husband-cold-motion,8,0,608,245,250,127.26775352307268,77.01920420005527,107.17761861381202,35.58863065977899
w11-husband-cold-motion,9,248,608,230,256,128.79587932303164,74.12671081677703,107.17761861381202,35.58863065977899
w11-husband-cold-motion,10,496,608,219,239,131.06325446644132,85.22368421052633,107.17761861381202,35.58863065977899
w11-husband-cold-motion,11,744,608,171,301,72.84561360275998,76.71907343518974,107.17761861381202,35.58863065977899
w11-husband-cold-social,12,0,0,157,304,93.09757367489325,101.57398729563678,109.82919122296857,35.58863065977899
w11-husband-cold-social,13,232,0,193,299,91.63855421686748,88.93303212851404,109.82919122296857,35.58863065977899
w11-husband-cold-social,14,464,0,211,298,131.45624252094137,101.20957319505385,109.82919122296857,35.58863065977899
w11-husband-cold-social,15,696,0,155,305,87.12030773312111,81.22270858204007,109.82919122296857,35.58863065977899
w11-husband-cold-social,16,0,308,216,295,139.94887395568472,104.18815837268434,109.82919122296857,35.58863065977899
w11-husband-cold-social,17,232,308,229,292,128.25288249773286,82.50382173856718,109.82919122296857,35.58863065977899
w11-husband-cold-social,18,464,308,213,285,121.96501798561152,96.14469424460432,109.82919122296857,35.58863065977899
w11-husband-cold-social,19,696,308,157,294,91.30460585730873,80.45645723132499,109.82919122296857,35.58863065977899
w11-husband-cold-social,20,0,616,229,293,140.66988210075027,85.05787781350482,109.82919122296857,35.58863065977899
w11-husband-cold-social,21,232,616,221,291,150.9732614555256,94.70016172506739,109.82919122296857,35.58863065977899
w11-husband-cold-social,22,464,616,161,299,94.47227128223241,88.49346520664076,109.82919122296857,35.58863065977899
w11-husband-cold-social,23,696,616,199,295,87.6608804768378,88.05803618111472,109.82919122296857,35.58863065977899
w11-husband-cold-personal,24,0,0,173,324,105.98272706474492,91.83196064973691,116.0720719908409,35.58863065977899
w11-husband-cold-personal,25,248,0,169,318,103.9411358933088,90.30317314325131,116.0720719908409,35.58863065977899
w11-husband-cold-personal,26,496,0,158,323,102.5676420417268,86.50282115207978,116.0720719908409,35.58863065977899
w11-husband-cold-personal,27,744,0,161,323,104.0888888888889,87.3332175925926,116.0720719908409,35.58863065977899
w11-husband-cold-personal,28,0,324,178,266,102.47663325685303,85.52976693636035,116.0720719908409,35.58863065977899
w11-husband-cold-personal,29,248,324,183,266,103.53739230327398,86.29684089603677,116.0720719908409,35.58863065977899
w11-husband-cold-personal,30,496,324,182,267,105.31711428250364,86.05056747949209,116.0720719908409,35.58863065977899
w11-husband-cold-personal,31,744,324,245,273,134.8992045737012,86.74297787720607,116.0720719908409,35.58863065977899
w11-husband-cold-personal,32,0,648,217,298,108.59945205479451,80.43123287671233,116.0720719908409,35.58863065977899
w11-husband-cold-personal,33,248,648,211,289,103.09043857259601,83.12380822664124,116.0720719908409,35.58863065977899
w11-husband-cold-personal,34,496,648,199,300,122.64898210980877,91.99938309685379,116.0720719908409,35.58863065977899
w11-husband-cold-personal,35,744,648,185,293,127.53441873750356,89.66980862610683,116.0720719908409,35.58863065977899
w11-husband-cold-extras,36,0,0,140,230,97.24466824644549,65.55450236966824,87.73939951469664,35.58863065977899
w11-husband-cold-extras,37,156,0,140,230,99.01862234681619,67.04405286343612,87.73939951469664,35.58863065977899
w11-husband-cold-extras,38,312,0,137,229,95.18746268656716,65.22686567164179,87.73939951469664,35.58863065977899
w11-husband-cold-extras,39,468,0,131,232,89.77287268074215,63.380891448069946,87.73939951469664,35.58863065977899
weather-cold,9,780,552,184,237,89.57585187490275,71.67838805041231,104.41418156593458,35.58863065977899
w11-husband-cold-extras,48,0,252,150,186,85.09441017012526,64.30547765937558,87.73939951469664,35.58863065977899
w11-husband-cold-extras,49,156,252,152,192,65.07988885029525,64.91611670719,87.73939951469664,35.58863065977899
w11-husband-cold-extras,50,312,252,152,192,69.01256491874685,64.58653040710337,87.73939951469664,35.58863065977899
w11-husband-cold-extras,51,468,252,134,189,58.52668746920676,66.33650845787486,87.73939951469664,35.58863065977899
w11-husband-cold-extras,52,0,504,139,243,78.88737824675326,64.23072240259741,87.73939951469664,35.58863065977899
w11-husband-cold-extras,53,156,504,153,247,80.12290502793297,56.32901037509976,87.73939951469664,35.58863065977899
w11-husband-cold-extras,54,312,504,151,252,57.37025260554671,82.8804098215863,87.73939951469664,35.58863065977899
w11-husband-cold-extras,55,468,504,151,247,94.36575422248106,80.49194331197826,87.73939951469664,35.58863065977899
w11-husband-cold-extras,56,0,756,121,239,73.2622174381055,59.173089343379985,87.73939951469664,35.58863065977899
w11-husband-cold-extras,57,156,756,133,242,75.59182608695653,65.10208695652175,87.73939951469664,35.58863065977899
w11-husband-cold-extras,58,312,756,137,242,70.71900497512439,62.35363184079603,87.73939951469664,35.58863065977899
w11-husband-cold-extras,59,468,756,130,242,68.70985178727113,63.18639930252833,87.73939951469664,35.58863065977899
w11-husband-cold-extras,60,0,1008,143,244,93.269989615784,67.95552094150224,87.73939951469664,35.58863065977899
w11-husband-cold-extras,61,156,1008,140,241,88.73612315698179,64.66803989592368,87.73939951469664,35.58863065977899
w11-husband-cold-extras,62,312,1008,137,243,83.32786549108059,64.51117490260405,87.73939951469664,35.58863065977899
w11-husband-cold-extras,63,468,1008,136,242,85.73980424143556,66.47002446982056,87.73939951469664,35.58863065977899
w11-husband-rain-cold-motion,0,0,0,277,341,161.27673151750972,131.46459143968872,103.86225233777914,35.58863065977899
w11-husband-rain-cold-motion,1,280,0,275,340,165.63168187744458,131.07513037809647,103.86225233777914,35.58863065977899
w11-husband-rain-cold-motion,2,560,0,277,340,167.83838221076377,128.76522719948437,103.86225233777914,35.58863065977899
w11-husband-rain-cold-motion,3,840,0,275,341,175.3834375,131.415625,103.86225233777914,35.58863065977899
w11-husband-rain-cold-motion,4,0,344,278,340,158.86981818181818,128.38036363636363,103.86225233777914,35.58863065977899
w11-husband-rain-cold-motion,5,280,344,273,341,164.2909144717372,129.4044095886357,103.86225233777914,35.58863065977899
w11-husband-rain-cold-motion,6,560,344,278,341,167.88493510281464,132.41592533177774,103.86225233777914,35.58863065977899
w11-husband-rain-cold-motion,7,840,344,278,341,168.2531151478757,131.24050442876444,103.86225233777914,35.58863065977899
w11-husband-rain-cold-social,12,0,0,252,329,158.536377245509,106.42065868263472,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,13,264,0,252,330,163.80551500405514,107.36609894566098,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,14,528,0,253,331,169.14575314344367,125.8128047215807,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,15,792,0,245,330,165.33715710723192,103.80532003325021,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,16,0,332,252,324,173.34167371090447,110.11242603550296,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,17,264,332,251,322,161.54782752354205,106.89988435486535,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,18,528,332,252,324,167.86697031569028,109.89806816397048,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,19,792,332,252,325,172.54881386861314,107.02387469586375,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,20,0,664,254,324,168.94891975308641,116.63657407407408,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,21,264,664,254,324,172.70888439396296,116.90306519371401,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,22,528,664,250,326,166.62539735653337,107.20562154927221,111.01563792407448,35.58863065977899
w11-husband-rain-cold-social,23,792,664,264,325,167.28866832092638,109.5940446650124,111.01563792407448,35.58863065977899
w11-husband-rain-cold-personal,24,0,0,248,344,160.16565934065935,118.50892857142858,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,25,264,0,248,344,162.56946760744066,117.67286722257859,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,26,528,0,250,346,158.00367534456356,113.3905053598775,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,27,792,0,246,346,163.61984793917566,113.09323729491797,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,28,0,348,247,285,158.7818781878188,115.26507650765078,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,29,264,348,248,285,157.87117346938774,114.70393990929705,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,30,528,348,249,286,163.48665242925787,117.46476241324078,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,31,792,348,264,287,161.12138812254972,114.1452011035284,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,32,0,696,245,299,154.22632911392404,106.5724894514768,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,33,264,696,245,295,151.14822897431594,108.60835991270773,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,34,528,696,236,294,147.39347536617842,109.82306924101198,114.16400880191242,35.58863065977899
w11-husband-rain-cold-personal,35,792,696,241,291,153.81238348868175,129.85126498002663,114.16400880191242,35.58863065977899
w11-husband-rain-cold-extras,36,0,0,175,251,118.37152777777777,93.69394841269842,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,37,200,0,178,252,130.30227492739593,92.67013552758955,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,38,400,0,180,252,131.898813521379,92.07656145063801,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,39,600,0,179,253,131.54746915134726,91.02316796776631,90.37828665577044,35.58863065977899
rain-cold,5,0,248,208,238,116.02751738736015,95.58512246749319,81.20328096209552,35.58863065977899
rain-cold,11,220,496,206,231,140.10816210045664,118.48344748858449,81.49420285057617,35.58863065977899
rain-cold,9,660,496,204,220,108.32924817346213,102.42517086966768,84.36935878703795,35.58863065977899
w11-husband-rain-cold-extras,48,0,288,188,224,120.67309220985692,99.30286168521462,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,49,200,288,192,223,107.60497124075596,97.29971240755957,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,50,400,288,195,222,123.97142857142856,95.86583011583012,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,51,600,288,190,225,118.19592088998763,103.21075401730532,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,52,0,576,185,278,121.77265065318161,93.85398230088495,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,53,200,576,196,282,124.50864304235091,93.62878133102852,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,54,400,576,200,284,104.38118710207434,115.83857054836722,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,55,600,576,194,286,119.56856856856857,116.5971971971972,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,56,0,864,174,258,121.11864406779662,91.05679066696015,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,57,200,864,179,258,124.12729425695679,88.35405565423328,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,58,400,864,185,258,116.23821685628047,90.68191316461574,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,59,600,864,185,258,113.48822406110759,91.18014003819223,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,60,0,1152,185,259,123.54057367001715,88.5574895807796,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,61,200,1152,183,254,126.01656626506025,88.38805220883535,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,62,400,1152,185,254,121.59757981462411,86.41065911431514,90.37828665577044,35.58863065977899
w11-husband-rain-cold-extras,63,600,1152,189,258,129.40165846074112,89.69059341798393,90.37828665577044,35.58863065977899
w11-husband-hot-motion,0,0,0,179,306,101.02388682745826,81.14320500927644,106.48264344572547,35.58863065977899
w11-husband-hot-motion,1,244,0,159,309,79.85045778229909,81.87306431558721,106.48264344572547,35.58863065977899
w11-husband-hot-motion,2,488,0,163,310,82.52779032986896,82.38533664708541,106.48264344572547,35.58863065977899
w11-husband-hot-motion,3,732,0,167,305,84.37716262975778,81.08523644752017,106.48264344572547,35.58863065977899
w11-husband-hot-motion,4,0,316,140,297,75.90722347629796,80.041309255079,106.48264344572547,35.58863065977899
w11-husband-hot-motion,5,244,316,141,297,77.20822339489885,80.32959542656113,106.48264344572547,35.58863065977899
w11-husband-hot-motion,6,488,316,140,294,77.02176074229538,79.66044405169558,106.48264344572547,35.58863065977899
w11-husband-hot-motion,7,732,316,140,296,76.88049229353578,80.16839199447895,106.48264344572547,35.58863065977899
w11-husband-hot-motion,8,0,632,242,246,110.43915463297233,75.29459987966305,106.48264344572547,35.58863065977899
w11-husband-hot-motion,9,244,632,223,263,119.72384239971433,80.70586834900607,106.48264344572547,35.58863065977899
w11-husband-hot-motion,10,488,632,216,238,103.85497028905226,86.01631584248162,106.48264344572547,35.58863065977899
w11-husband-hot-motion,11,732,632,165,315,89.01870474658085,83.19941673370877,106.48264344572547,35.58863065977899
w11-husband-hot-social,12,0,0,165,304,86.49446428571429,95.69348214285714,111.33147475011631,35.58863065977899
w11-husband-hot-social,13,228,0,203,304,85.97799092232594,92.37629528132226,111.33147475011631,35.58863065977899
w11-husband-hot-social,14,456,0,214,303,127.36127948586869,103.50062075513037,111.33147475011631,35.58863065977899
w11-husband-hot-social,15,684,0,149,307,77.01379703534778,80.16180159635121,111.33147475011631,35.58863065977899
w11-husband-hot-social,16,0,308,215,299,128.7270043152396,106.29896282837458,111.33147475011631,35.58863065977899
w11-husband-hot-social,17,228,308,225,298,114.13242842477473,78.50986654499829,111.33147475011631,35.58863065977899
w11-husband-hot-social,18,456,308,216,289,123.67789826067971,101.54035368604906,111.33147475011631,35.58863065977899
w11-husband-hot-social,19,684,308,160,299,79.46858638743456,80.63001745200698,111.33147475011631,35.58863065977899
w11-husband-hot-social,20,0,616,219,287,135.29006103671313,94.40712398651726,111.33147475011631,35.58863065977899
w11-husband-hot-social,21,228,616,218,292,122.75549332184403,85.23470486859112,111.33147475011631,35.58863065977899
w11-husband-hot-social,22,456,616,165,302,82.21889676765815,96.26438898609449,111.33147475011631,35.58863065977899
w11-husband-hot-social,23,684,616,203,298,80.09259100642399,97.21267665952891,111.33147475011631,35.58863065977899
w11-husband-hot-personal,24,0,0,155,309,90.04996229260937,92.95324283559577,113.12531227933424,35.58863065977899
w11-husband-hot-personal,25,232,0,151,303,86.42473948282517,87.68535314550365,113.12531227933424,35.58863065977899
w11-husband-hot-personal,26,464,0,142,312,79.00058072009293,81.50685249709639,113.12531227933424,35.58863065977899
w11-husband-hot-personal,27,696,0,146,312,82.86938564790913,84.26928239545688,113.12531227933424,35.58863065977899
w11-husband-hot-personal,28,0,312,165,257,83.10151824155903,84.05359166100158,113.12531227933424,35.58863065977899
w11-husband-hot-personal,29,232,312,167,260,83.05192829983704,84.65453557848994,113.12531227933424,35.58863065977899
w11-husband-hot-personal,30,464,312,169,257,84.38884750452272,83.89560498031287,113.12531227933424,35.58863065977899
